Šalies id,Šalis,Portalo ID,Naujienų portalas,Kalba,Skenavimo laikas,Kategorija,Tekstas,Nuoroda
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Vasara,Antradienio audra nepraėjo be pėdsakų: vilniečio laukė nemaloni staigmena,https://www.delfi.lt/vasara/naujienos/antradienio-audra-nepraejo-be-pedsaku-vilniecio-lauke-nemaloni-staigmena.d?id=90709657
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Verslas,VMI įspėja skolininkus: papildomai jau priskaičiuota apie 200 tūkst. eurų delspinigių,https://www.delfi.lt/verslas/mano-eurai/vmi-ispeja-skolininkus-papildomai-jau-priskaiciuota-apie-200-tukst-euru-delspinigiu.d?id=90709103
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Maldeikis neslepia šoko po prokuratūros sprendimo: tikiuosi, kad tai juokelis",https://www.delfi.lt/news/daily/lithuania/maldeikis-neslepia-soko-po-prokuraturos-sprendimo-tikiuosi-kad-tai-juokelis.d?id=90706399
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Veidai,"Po žinios, kad Putino meiluže vadinama Alina Kabajeva galimai laukiasi dar vieno kūdikio, – netikėta Rusijos prezidento reakcija",https://www.delfi.lt/veidai/uzsienio-zvaigzdes/po-zinios-kad-putino-meiluze-vadinama-alina-kabajeva-galimai-laukiasi-dar-vieno-kudikio-netiketa-rusijos-prezidento-reakcija.d?id=90705941
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Studijos 2022,"Paskelbti matematikos egzamino rezultatai: pakoregavus vertinimo taškus, yra ir gera žinia",https://www.delfi.lt/projektai/studijos2022/paskelbti-matematikos-egzamino-rezultatai-pakoregavus-vertinimo-taskus-yra-ir-gera-zinia.d?id=90707293
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Studijos 2022,Mokslininkė apie mėsos analogą iš musių lervų: liežuvį apgauti lengviausia,https://www.delfi.lt/projektai/studijos2022/mokslininke-apie-mesos-analoga-is-musiu-lervu-liezuvi-apgauti-lengviausia.d?id=90698683
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Užsienyje,Karas Ukrainoje. Ukrainos gynybos ministras: gautas naujas Zelenskio nurodymas,https://www.delfi.lt/news/daily/world/karas-ukrainoje-ukrainos-gynybos-ministras-gautas-naujas-zelenskio-nurodymas.d?id=90696873
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Kaliningrado gubernatorius pasiūlė bausmę Lietuvai,https://www.delfi.lt/news/daily/lithuania/kaliningrado-gubernatorius-pasiule-bausme-lietuvai.d?id=90700459
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Veidai,Susitaršiusiais plaukais eteryje pasirodžiusi žinių vedėja vos surezgė sakinį: po skandalo nušalinta nuo darbo,https://www.delfi.lt/veidai/ivairenybes/susitarsiusiais-plaukais-eteryje-pasirodziusi-ziniu-vedeja-vos-surezge-sakini-po-skandalo-nusalinta-nuo-darbo.d?id=90698709
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Kas susvyruos pirmieji: Ukraina kalba apie persilaužimą kare, bet Putino signalai Vakarams išduoda tikruosius planus",https://www.delfi.lt/news/daily/lithuania/kas-susvyruos-pirmieji-ukraina-kalba-apie-persilauzima-kare-bet-putino-signalai-vakarams-isduoda-tikruosius-planus.d?id=90694433
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Maldeikis neslepia šoko po prokuratūros sprendimo: tikiuosi, kad tai juokelis",https://www.delfi.lt/news/daily/lithuania/maldeikis-neslepia-soko-po-prokuraturos-sprendimo-tikiuosi-kad-tai-juokelis.d?id=90706399
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Studijos 2022,Skelbiami matematikos brandos egzamino rezultatai,https://www.delfi.lt/projektai/studijos2022/skelbiami-matematikos-brandos-egzamino-rezultatai.d?id=90706959
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Kalėjime atsidūręs Paleckis internetu įsteigė asociaciją: jos atstovai jau skelbia apie kelionę į Maskvą,https://www.delfi.lt/news/daily/lithuania/kalejime-atsidures-paleckis-internetu-isteige-asociacija-jos-atstovai-jau-skelbia-apie-kelione-i-maskva.d?id=90704461
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Kremliaus užuominos apie derybas: kokius signalus ir kam siunčia Putinas,https://www.delfi.lt/news/daily/lithuania/kremliaus-uzuominos-apie-derybas-kokius-signalus-ir-kam-siuncia-putinas.d?id=90701731
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Vasara,Sinoptikai pateikė naujausią prognozę ir turi blogų žinių: šalį skalbs vandeningas ciklonas,https://www.delfi.lt/vasara/orai/sinoptikai-pateike-naujausia-prognoze-ir-turi-blogu-ziniu-sali-skalbs-vandeningas-ciklonas.d?id=90706495
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Apkalta Gražuliui vasarą negresia – klausimą parlamentarai žada spręsti rudenį,https://www.delfi.lt/news/daily/lithuania/apkalta-grazuliui-vasara-negresia-klausima-parlamentarai-zada-spresti-rudeni.d?id=90709881
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Adamkus – apie žmonos Almos būklę: ji jau namuose, jai gerėja",https://www.delfi.lt/news/daily/lithuania/adamkus-apie-zmonos-almos-bukle-ji-jau-namuose-jai-gereja.d?id=90709225
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Ekspertų verdiktas: per trejus metus Nausėda padarė bent kelias rimtas klaidas, bet antroji kadencija – labai tikėtina",https://www.delfi.lt/news/daily/lithuania/ekspertu-verdiktas-per-trejus-metus-nauseda-padare-bent-kelias-rimtas-klaidas-bet-antroji-kadencija-labai-tiketina.d?id=90708541
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Po prastų matematikos egzamino rezultatų – siūlymas trauktis iš pareigų ir keisti įstatymą,https://www.delfi.lt/news/daily/lithuania/po-prastu-matematikos-egzamino-rezultatu-siulymas-trauktis-is-pareigu-ir-keisti-istatyma.d?id=90708595
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Karo metu – skandalingi kaltinimai Zelenskio bendražygiui: įsijautusi JAV kongreso narė sulaukė griežto atsako,https://www.delfi.lt/news/daily/lithuania/karo-metu-skandalingi-kaltinimai-zelenskio-bendrazygiui-isijautusi-jav-kongreso-nare-sulauke-griezto-atsako.d?id=90706519
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Verslas,Ukrainiečius priėmusiems Lietuvos gyventojams ir verslui bus išmokėta beveik 3 mln. eurų kompensacijų,https://www.delfi.lt/verslas/verslas/ukrainiecius-priemusiems-lietuvos-gyventojams-ir-verslui-bus-ismoketa-beveik-3-mln-euru-kompensaciju.d?id=90708515
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Skelbiami likusieji pagrindinės brandos egzaminų sesijos rezultatai,https://www.delfi.lt/news/daily/lithuania/skelbiami-likusieji-pagrindines-brandos-egzaminu-sesijos-rezultatai.d?id=90708183
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,Ne tik nauji atvejai: į viršų stiebiasi ir teigiamų koronaviruso tyrimų procentas – pasiektas kovo mėnesio lygis,https://www.delfi.lt/news/daily/lithuania/ne-tik-nauji-atvejai-i-virsu-stiebiasi-ir-teigiamu-koronaviruso-tyrimu-procentas-pasiektas-kovo-menesio-lygis.d?id=90707965
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"Šimonytė: mūsų pagalba Ukrainai tęsis, kol šalis laimės karą",https://www.delfi.lt/news/daily/lithuania/simonyte-musu-pagalba-ukrainai-tesis-kol-salis-laimes-kara.d?id=90707967
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,"COVID-19 skaičiai auga: per parą Lietuvoje – 984 nauji atvejai, mirė vienas žmogus",https://www.delfi.lt/news/daily/lithuania/covid-19-skaiciai-auga-per-para-lietuvoje-984-nauji-atvejai-mire-vienas-zmogus.d?id=90707827
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Studijos 2022,"Paskelbti matematikos egzamino rezultatai: pakoregavus vertinimo taškus, yra ir gera žinia",https://www.delfi.lt/projektai/studijos2022/paskelbti-matematikos-egzamino-rezultatai-pakoregavus-vertinimo-taskus-yra-ir-gera-zinia.d?id=90707293
101,Lithuania,2001,Delfi.lt,lt,2022-07-12 13:42:00,Lietuvoje,VSAT: pasienyje su Baltarusija praėjusią parą apgręžta 21 migrantas,https://www.delfi.lt/news/daily/lithuania/vsat-pasienyje-su-baltarusija-praejusia-para-apgrezta-21-migrantas.d?id=90707485
